Day;Month;Year;bedrooms;bathrooms;kvm_living;kvm_lot;floors;waterfront;view;condition;grade;kvm_above;kvm_basement;yr_built;yr_renovated;zipcode;lat;long;kvm_living15;kvm_lot15;price_nok
13;2;2015;4;1.0;113;750;1.0;0;0;2;7;83;31;1969;0;98001;47.3341;-122.282;120;725;1910400
20;6;2014;4;2.5;243;702;2.0;0;0;3;8;243;0;1996;0;98056;47.5301;-122.18;243;1104;4815800
15;7;2014;4;2.5;239;513;2.0;0;0;3;9;239;0;2000;0;98074;47.6145;-122.027;229;527;4975000
11;8;2014;4;2.25;392;2247;1.0;0;0;3;8;242;151;1984;0;98166;47.445;-122.347;224;2844;6169000
7;7;2014;5;2.75;334;524;2.0;0;0;3;9;334;0;2014;0;98053;47.6848;-122.016;337;524;6861440
28;10;2014;3;1.0;146;212;2.0;0;0;3;7;146;0;1922;0;98119;47.6413;-122.364;147;245;5452600
29;7;2014;3;1.0;119;897;1.0;0;0;4;6;85;33;1959;0;98058;47.4485;-122.175;124;818;2459640
18;7;2014;3;2.5;294;1264;2.0;0;0;3;8;294;0;2003;0;98019;47.7443;-121.977;283;858;3884480
25;3;2015;3;1.0;92;792;1.0;0;0;3;6;92;0;1966;0;98023;47.3066;-122.371;114;821;1675500
16;7;2014;4;2.5;213;1246;2.0;0;0;4;9;213;0;1981;0;98007;47.6194;-122.151;249;1271;6248600
28;4;2015;3;1.75;116;554;1.0;0;0;4;7;116;0;1953;0;98115;47.6796;-122.301;90;474;3582000
11;3;2015;3;2.5;256;6039;1.0;1;2;5;9;201;55;1953;0;98070;47.4041;-122.451;249;6737;10746000
16;9;2014;3;1.0;111;855;1.0;0;0;3;7;111;0;1955;0;98148;47.4258;-122.322;111;870;1814880
17;2;2015;5;2.5;293;849;1.0;0;0;4;8;152;140;1966;0;98056;47.4934;-122.189;185;848;2746200
31;12;2014;3;1.75;131;379;1.0;0;0;4;7;93;38;1950;0;98117;47.6808;-122.384;131;379;4776000
5;2;2015;2;1.75;184;794;1.0;0;0;3;7;92;92;1981;0;98117;47.6989;-122.369;137;626;4656600
3;3;2015;5;2.25;254;557;1.5;0;0;3;8;198;56;1927;0;98105;47.6571;-122.281;254;557;7323200
12;5;2014;4;2.5;263;465;2.0;0;0;3;9;263;0;1995;0;98105;47.6597;-122.29;181;465;7044600
19;8;2014;4;2.5;209;418;2.0;0;0;3;7;209;0;2008;0;98042;47.3663;-122.114;209;418;2328300
7;4;2015;3;2.5;225;441;2.0;0;0;3;8;225;0;2003;0;98042;47.3663;-122.122;250;441;2395960
27;8;2014;5;3.25;302;1332;2.0;0;4;4;8;302;0;1968;0;98008;47.588;-122.116;275;1026;7569960
23;2;2015;4;3.0;172;927;2.0;0;0;3;8;172;0;1991;0;98059;47.5059;-122.149;211;794;3422800
10;12;2014;3;2.25;200;1973;1.0;0;3;4;8;148;52;1959;0;98166;47.4336;-122.339;239;1756;5174000
28;8;2014;3;1.75;117;780;1.0;0;0;3;7;117;0;1954;0;98148;47.4366;-122.335;120;813;2300440
21;10;2014;3;1.75;234;807;2.0;0;0;5;8;234;0;1973;0;98166;47.4428;-122.344;232;883;4019800
7;12;2014;3;1.75;143;97;3.0;0;0;3;8;143;0;2014;0;98115;47.6765;-122.32;147;287;4370040
3;6;2014;3;2.25;154;557;1.0;0;0;3;7;103;51;1979;0;98122;47.6113;-122.297;134;379;3383000
20;11;2014;3;2.75;257;354;1.5;0;0;5;7;164;93;1925;0;98144;47.5747;-122.304;134;372;2528295
9;9;2014;4;2.5;253;1026;2.0;0;0;3;10;253;0;1989;0;98004;47.5815;-122.192;255;1026;7761000
9;10;2014;4;2.5;208;432;2.0;0;0;3;7;208;0;2005;0;98001;47.3378;-122.257;206;423;2284520
25;8;2014;3;1.0;93;1121;1.0;0;0;4;7;93;0;1968;0;98042;47.3621;-122.11;94;1174;1623840
12;6;2014;5;2.25;297;1873;1.0;0;0;3;8;149;149;1965;0;98004;47.6303;-122.215;315;1873;10547000
12;9;2014;5;3.25;443;4654;1.0;0;0;4;11;285;158;1973;0;98005;47.6525;-122.16;328;3616;8278400
5;1;2015;3;2.0;117;521;1.0;0;0;4;7;117;0;1972;0;98034;47.7362;-122.179;152;441;2587000
10;6;2014;4;2.0;255;725;1.5;0;0;5;7;209;46;1916;0;98125;47.7168;-122.287;140;725;4545160
10;7;2014;4;2.5;221;465;2.0;0;0;3;8;221;0;2005;0;98038;47.3608;-122.036;225;465;2865600
16;3;2015;3;1.75;166;4694;1.0;0;0;5;7;101;65;1965;0;98042;47.3511;-122.073;180;4694;2778040
5;11;2014;4;4.0;319;3261;2.0;0;0;4;10;222;97;1986;0;98075;47.5822;-121.987;301;3253;6626700
13;10;2014;4;1.75;164;678;1.0;0;0;3;7;82;82;1956;0;98008;47.6034;-122.125;156;697;3024800
20;4;2015;3;1.0;97;470;1.0;0;0;3;7;97;0;1941;0;98116;47.5636;-122.394;83;470;3820800
9;6;2014;3;1.0;131;470;1.0;0;0;4;7;85;46;1956;0;98133;47.7073;-122.34;105;529;3263600
23;3;2015;4;2.5;321;3687;2.0;0;0;3;10;321;0;2002;0;98010;47.342;-122.025;311;3693;5731200
2;12;2014;3;2.5;218;474;2.0;0;0;3;8;218;0;2003;0;98038;47.3512;-122.008;218;498;3104400
22;12;2014;4;2.5;177;547;2.0;0;0;3;7;177;0;1992;0;98038;47.349;-122.031;174;595;2865600
28;10;2014;2;1.0;188;624;1.0;0;0;3;7;94;94;1948;0;98118;47.5474;-122.291;160;624;2825800
28;1;2015;3;1.5;156;809;1.0;0;0;3;8;156;0;1964;0;98059;47.4811;-122.149;172;817;2833760
2;6;2014;3;1.0;89;616;1.0;0;0;3;6;89;0;1952;0;98125;47.7264;-122.31;146;669;2507400
14;11;2014;3;1.5;199;334;2.0;0;0;3;9;177;22;1925;0;98119;47.6337;-122.365;188;446;7482400
3;11;2014;5;2.25;247;780;1.5;0;0;5;7;247;0;1961;0;98092;47.2909;-122.189;148;759;2427800
18;6;2014;3;3.25;257;583;2.0;0;0;3;9;184;73;2006;0;98056;47.5228;-122.199;177;683;3669560
19;5;2014;2;2.25;150;190;2.0;0;0;4;7;150;0;1979;0;98056;47.518;-122.194;181;188;1711400
4;9;2014;2;1.75;96;99;2.0;0;0;3;7;71;25;2006;0;98136;47.5394;-122.387;96;103;2666600
22;5;2014;4;2.5;184;688;2.0;0;0;3;7;184;0;1988;0;98023;47.2897;-122.372;184;698;1938260
11;3;2015;5;2.75;327;590;2.0;0;0;4;10;327;0;2001;0;98199;47.6506;-122.391;234;581;8755045
26;2;2015;3;1.0;111;975;1.0;0;0;3;7;111;0;1962;0;98023;47.322;-122.351;125;975;1217880
25;7;2014;3;1.5;147;465;1.0;0;0;3;8;120;27;1939;0;98117;47.687;-122.386;146;418;3422800
23;12;2014;3;1.5;147;465;1.0;0;0;3;8;120;27;1939;0;98117;47.687;-122.386;146;418;5572000
8;9;2014;4;2.5;307;952;1.0;0;0;3;7;222;85;1946;1991;98040;47.5873;-122.249;181;562;7203800
30;3;2015;3;1.75;182;1457;1.0;0;0;3;7;182;0;1967;0;98032;47.3576;-122.277;163;1451;1970100
12;9;2014;4;1.5;108;595;1.0;0;0;4;7;108;0;1975;0;98023;47.3036;-122.378;108;595;1584040
11;7;2014;3;1.75;168;3883;1.0;0;0;5;7;112;56;1980;0;98038;47.4109;-121.958;153;12545;2499440
16;5;2014;3;2.5;216;3423;2.0;0;2;3;9;216;0;1992;0;98045;47.4838;-121.714;237;3258;3482500
11;6;2014;3;2.5;192;1230;1.5;0;0;5;9;118;74;1910;0;98102;47.6415;-122.315;204;418;6772607
27;10;2014;3;2.0;184;323;1.5;0;0;4;7;134;50;1929;0;98117;47.6775;-122.372;150;323;4417800
12;12;2014;3;2.25;203;9996;2.0;0;0;4;8;203;0;1983;0;98077;47.7731;-122.08;239;4439;5571602
7;10;2014;3;2.5;271;754;2.0;0;0;3;8;271;0;1950;2010;98004;47.5814;-122.196;220;754;8660480
24;9;2014;3;1.0;112;3151;1.0;0;0;3;7;112;0;1954;0;98058;47.4375;-122.184;152;1385;2308400
2;4;2015;3;2.5;217;929;1.0;0;0;4;8;136;82;1978;0;98058;47.4431;-122.133;209;758;2985000
23;5;2014;3;1.0;155;372;1.5;0;0;4;7;109;46;1939;0;98117;47.6878;-122.38;115;372;3661600
23;7;2014;2;1.75;115;232;1.0;0;0;4;8;115;0;1985;0;98198;47.3813;-122.322;118;461;1500460
5;3;2015;4;2.5;292;2605;2.0;0;0;4;10;292;0;1991;0;98077;47.7304;-122.082;278;3252;5412800
27;8;2014;5;1.75;189;1147;2.0;0;0;4;7;189;0;1942;0;98052;47.6417;-122.109;232;876;3741200
25;7;2014;4;2.5;215;894;2.0;0;0;3;8;215;0;1984;0;98027;47.5386;-122.053;180;895;4758090
4;3;2015;3;1.75;117;309;1.0;0;0;5;6;65;52;1905;0;98103;47.6823;-122.349;128;329;4537200
16;9;2014;3;1.75;143;1171;1.0;0;0;4;7;108;35;1980;0;98038;47.3624;-122.031;143;1083;2169100
24;11;2014;3;1.75;193;555;1.0;0;2;3;7;100;93;1971;0;98108;47.5474;-122.295;194;511;2626402
28;10;2014;4;2.5;300;1502;2.0;0;3;3;9;234;66;2001;0;98001;47.3183;-122.253;245;791;3820800
21;11;2014;3;3.5;407;590;2.0;0;0;3;8;258;149;1900;1999;98117;47.6981;-122.368;170;590;5894380
26;6;2014;3;3.5;148;102;3.0;0;0;3;8;148;0;2010;0;98103;47.6824;-122.347;151;294;4127260
23;6;2014;2;1.0;82;630;1.0;0;0;4;6;82;0;1945;0;98178;47.5009;-122.248;111;630;1635183
8;1;2015;4;2.0;146;892;1.0;0;0;3;6;146;0;1950;0;98168;47.4965;-122.303;175;836;1367528
11;5;2015;4;1.0;150;277;1.5;0;0;4;7;150;0;1925;0;98144;47.587;-122.294;150;375;4258600
2;1;2015;3;2.5;223;601;1.0;0;2;3;8;145;78;1964;0;98177;47.7728;-122.386;217;1009;5253600
19;11;2014;3;2.0;135;848;1.0;0;0;3;7;135;0;1987;0;98034;47.7288;-122.226;147;846;3116340
6;4;2015;2;1.0;72;557;1.0;0;0;3;6;72;0;1953;0;98117;47.6999;-122.364;159;557;3144200
4;11;2014;4;1.75;195;409;1.5;0;0;5;7;160;35;1924;0;98118;47.5299;-122.266;172;409;3542200
18;6;2014;3;2.25;270;948;2.0;0;0;3;9;270;0;1990;0;98052;47.6897;-122.098;251;1300;6129200
2;3;2015;4;2.75;255;1653;1.5;0;0;3;8;184;72;1914;1992;98004;47.6141;-122.212;284;1047;11542000
17;7;2014;3;2.25;195;762;1.0;0;2;3;8;151;45;1967;0;98178;47.5091;-122.244;247;809;3542200
17;7;2014;4;2.25;201;819;1.0;0;0;3;8;126;74;1978;0;98023;47.3129;-122.39;194;780;2069600
13;6;2014;5;3.5;216;461;2.0;0;0;5;7;160;56;1926;0;98103;47.6763;-122.352;158;461;6547100
6;4;2015;4;2.5;192;400;2.0;0;0;3;7;192;0;2004;0;98065;47.5319;-121.85;183;348;3422800
5;1;2015;3;1.75;98;732;1.0;0;0;4;7;98;0;1986;0;98092;47.2761;-122.152;132;713;1687520
28;4;2015;4;2.25;187;892;1.0;0;0;3;8;134;53;1986;0;98027;47.5343;-122.054;191;910;5257580
12;6;2014;3;3.5;367;10319;1.5;0;0;3;9;229;138;1989;0;98052;47.697;-122.072;230;8222;6240640
12;5;2014;3;2.5;187;212;2.0;0;0;3;8;129;58;2014;0;98029;47.5517;-121.998;157;154;3607838
26;1;2015;4;3.5;199;212;3.0;0;0;3;9;199;0;2005;0;98107;47.6734;-122.38;143;212;5373000
13;8;2014;3;1.75;123;1616;1.0;0;0;4;7;123;0;1956;0;98003;47.3257;-122.296;144;1790;1584040
5;8;2014;4;1.75;188;728;1.0;0;0;3;7;94;94;1968;0;98003;47.3309;-122.299;163;756;1751200
29;5;2014;4;2.25;241;929;1.0;0;0;4;8;124;116;1968;0;98028;47.7689;-122.266;144;970;3597920
7;7;2014;2;1.0;111;412;1.0;0;0;3;6;111;0;1981;0;98125;47.7135;-122.287;98;531;3044700
7;5;2014;3;2.25;109;116;3.0;0;0;3;8;109;0;2014;0;98107;47.6722;-122.381;125;122;4138802
27;6;2014;2;1.0;103;297;1.0;0;0;3;7;103;0;1925;0;98119;47.6338;-122.358;109;334;5293400
8;7;2014;5;2.5;262;871;1.0;0;0;4;8;144;118;1968;0;98006;47.5707;-122.128;262;871;4200492
8;5;2015;3;1.0;150;797;1.0;0;0;4;7;94;56;1962;0;98058;47.4563;-122.171;150;797;1631800
15;4;2015;3;1.0;98;752;1.0;0;0;4;7;87;11;1923;0;98133;47.7144;-122.351;145;738;3343200
27;2;2015;4;2.25;189;791;1.0;0;0;4;8;128;60;1961;0;98006;47.5495;-122.174;207;820;3980000
3;12;2014;4;2.5;341;29299;2.0;0;0;4;9;341;0;1994;0;98077;47.7421;-122.026;264;8175;7335140
25;6;2014;4;1.0;237;372;2.0;0;0;3;8;220;17;1905;0;98109;47.6354;-122.353;204;372;7084400
6;8;2014;2;2.5;225;5666;2.0;0;0;3;7;225;0;2007;0;98027;47.5262;-121.943;180;18009;3422800
30;10;2014;5;2.0;210;1161;1.0;0;0;4;8;105;105;1960;0;98032;47.3887;-122.286;126;1672;2053680
4;11;2014;3;1.0;133;321;1.0;0;0;3;7;91;42;1947;0;98103;47.6873;-122.336;135;427;4067560
20;8;2014;3;2.0;126;287;2.0;0;0;3;8;126;0;1990;0;98103;47.6838;-122.353;139;287;4236073
9;4;2015;3;1.0;103;465;1.5;0;0;3;7;103;0;1947;0;98107;47.655;-122.359;132;465;4457600
31;3;2015;3;1.0;116;762;1.0;0;0;4;7;116;0;1954;0;98003;47.3255;-122.304;156;802;2252282
1;4;2015;4;3.25;481;1844;2.0;0;3;3;12;329;152;2006;0;98006;47.562;-122.162;294;906;17910000
16;5;2014;1;1.0;65;474;1.0;0;0;3;7;65;0;1942;0;98115;47.679;-122.3;94;474;2786000
28;7;2014;3;1.0;110;712;1.0;0;0;4;7;110;0;1967;0;98058;47.4479;-122.176;111;712;1711400
20;11;2014;5;3.5;368;2345;2.0;0;0;3;9;232;136;1996;0;98056;47.525;-122.172;245;1270;5174000
7;8;2014;4;2.75;245;697;1.0;0;0;3;8;151;95;1967;0;98023;47.3135;-122.369;184;732;2547200
13;11;2014;3;2.0;118;669;1.5;0;0;3;7;118;0;1916;2013;98022;47.2086;-121.996;108;669;1966120
3;10;2014;4;1.75;164;1039;1.0;0;0;4;8;164;0;1968;0;98059;47.4715;-122.118;161;1039;2547200
7;5;2014;5;2.25;191;802;1.0;0;0;3;7;96;96;1962;0;98146;47.4877;-122.335;94;1085;2029800
9;3;2015;3;1.75;165;897;1.0;0;0;3;7;165;0;1962;0;98034;47.7171;-122.193;111;897;3486480
4;3;2015;3;2.5;316;1542;2.0;0;0;3;10;316;0;2000;0;98075;47.6012;-122.023;316;1171;7164000
20;6;2014;3;2.75;177;676;1.0;0;0;3;7;108;70;1979;0;98034;47.7319;-122.224;159;757;3510360
12;8;2014;3;2.0;188;3561;1.0;0;0;4;7;94;94;1975;0;98027;47.4582;-122.023;196;3399;3343200
8;12;2014;3;1.75;147;650;1.0;0;0;3;7;110;37;1976;0;98034;47.7209;-122.168;152;697;2945200
19;2;2015;2;1.75;124;674;1.0;0;0;5;5;65;59;1949;0;98198;47.408;-122.327;170;906;2148802
24;3;2015;4;2.5;249;418;2.0;0;0;3;9;249;0;1999;0;98006;47.565;-122.125;271;418;6424516
5;6;2014;3;2.5;249;906;1.0;0;0;4;8;150;99;1979;0;98034;47.7028;-122.231;230;813;5197880
11;6;2014;3;2.0;127;774;1.0;0;0;5;7;127;0;1964;0;98133;47.7458;-122.331;164;677;2957140
16;3;2015;3;1.75;145;1951;1.0;0;0;3;7;145;0;1954;0;98166;47.4776;-122.337;99;736;2260640
2;1;2015;3;1.75;201;663;1.0;0;0;4;7;155;46;1978;0;98023;47.3026;-122.374;179;683;2165120
2;5;2014;3;1.5;124;735;1.5;0;0;3;7;124;0;1955;0;98133;47.7658;-122.339;137;738;2491480
16;1;2015;4;2.5;360;3252;2.0;0;0;3;10;239;122;1984;0;98033;47.6477;-122.182;347;3273;7303300
29;9;2014;4;2.25;241;761;2.0;0;0;4;8;241;0;1980;0;98006;47.5619;-122.125;210;774;5357080
10;2;2015;3;2.5;104;102;2.0;0;0;3;8;76;28;2008;0;98122;47.6106;-122.31;148;167;3383000
9;7;2014;5;2.75;183;502;1.0;0;0;3;7;123;60;1986;0;98144;47.5868;-122.308;119;200;3183602
30;5;2014;3;1.0;113;446;1.0;0;0;3;6;113;0;1901;0;98122;47.6101;-122.307;111;446;3064600
17;11;2014;3;1.5;181;702;1.0;0;2;4;7;123;59;1975;0;98022;47.1976;-121.999;181;831;2148802
7;1;2015;2;1.0;125;764;1.0;0;0;3;7;98;27;1949;0;98177;47.7224;-122.358;143;769;2626800
25;7;2014;3;2.5;155;539;2.0;0;0;3;7;155;0;1988;0;98030;47.3505;-122.179;155;574;2069600
14;4;2015;4;3.0;221;476;1.5;0;0;4;7;156;65;1925;0;98126;47.5384;-122.376;131;499;3741200
13;6;2014;4;3.0;227;892;2.0;0;0;5;7;227;0;1961;0;98034;47.7044;-122.2;213;892;4688440
23;7;2014;2;1.5;98;318;2.0;0;0;3;7;98;0;1996;0;98038;47.3848;-122.039;98;317;1301460
5;9;2014;4;2.75;291;1246;2.0;0;0;3;9;199;92;1993;0;98052;47.6993;-122.102;210;928;6646600
21;11;2014;5;3.0;380;1194;1.0;0;2;4;10;194;186;1986;0;98033;47.6627;-122.188;236;954;8716200
15;4;2015;4;1.75;138;929;1.0;0;0;4;8;102;36;1969;0;98023;47.3099;-122.379;203;828;2141240
5;5;2014;3;2.5;177;812;2.0;0;0;3;8;177;0;1987;0;98074;47.62;-122.043;189;812;4457600
18;4;2015;4;1.0;124;223;1.5;0;0;4;6;124;0;1901;0;98103;47.65;-122.34;124;409;4895400
5;12;2014;3;2.25;207;931;1.0;0;0;3;8;133;74;1975;0;98052;47.6647;-122.153;207;868;4658096
18;8;2014;3;1.75;153;881;1.0;0;0;3;7;113;40;1977;0;98034;47.726;-122.191;143;780;2427800
5;11;2014;3;1.0;111;819;1.0;0;0;3;6;111;0;1959;0;98058;47.4616;-122.184;114;741;1328922
12;9;2014;3;2.5;199;919;1.0;0;0;4;8;199;0;1959;0;98040;47.5505;-122.219;249;937;6360040
25;6;2014;3;2.5;203;698;1.0;0;0;4;7;132;71;1962;0;98133;47.7606;-122.336;177;726;3184000
1;12;2014;3;1.0;98;950;1.0;0;0;3;7;98;0;1948;0;98155;47.7481;-122.3;146;950;1830800
15;5;2014;3;2.5;157;467;2.0;0;0;3;8;157;0;2003;0;98023;47.2779;-122.347;237;465;2044789
11;11;2014;4;2.0;183;602;1.5;0;0;5;7;105;78;1920;0;98108;47.5511;-122.312;139;602;3367080
23;7;2014;3;2.5;200;379;2.0;0;0;3;8;200;0;2007;0;98126;47.5488;-122.372;163;222;3701400
13;1;2015;3;2.5;177;6151;2.0;0;0;3;7;177;0;1997;0;98024;47.5385;-121.911;216;6249;3502400
14;10;2014;3;1.75;125;14407;1.0;0;0;4;7;125;0;1969;0;98038;47.4058;-121.994;145;4735;3064600
11;3;2015;3;1.0;80;1089;1.0;0;0;4;6;80;0;1943;0;98056;47.5093;-122.184;121;884;1671600
12;11;2014;3;2.5;180;1389;2.0;0;0;3;8;180;0;1994;0;98042;47.3777;-122.165;189;971;2364120
16;7;2014;3;1.0;94;465;1.0;0;0;3;7;94;0;1952;0;98107;47.675;-122.394;156;465;3741200
4;8;2014;3;1.5;121;685;1.0;0;0;4;7;84;37;1976;0;98023;47.3025;-122.37;133;697;1802940
3;3;2015;3;1.0;85;785;1.0;0;0;4;6;85;0;1962;0;98059;47.4787;-122.158;130;747;2183030
4;8;2014;4;1.75;230;1023;1.0;0;0;4;9;151;79;1966;0;98040;47.5378;-122.219;257;998;6686400
19;9;2014;3;2.5;227;426;2.0;0;0;3;8;227;0;2010;0;98052;47.7073;-122.114;255;426;5396084
5;2;2015;3;1.0;94;545;1.0;0;0;3;7;94;0;1915;0;98116;47.5733;-122.381;120;465;3383000
23;11;2014;2;0.75;84;892;1.0;0;0;3;6;84;0;1941;0;98166;47.4604;-122.339;116;1327;1434790
17;7;2014;6;3.0;214;316;2.0;0;0;3;7;149;65;1920;1994;98133;47.7067;-122.343;145;122;3693440
22;4;2015;4;2.25;144;704;2.0;0;0;3;8;144;0;1993;0;98038;47.354;-122.047;151;594;2547200
17;7;2014;3;2.25;118;145;2.0;0;0;3;8;98;20;2014;0;98105;47.6647;-122.284;108;123;4979012
15;5;2014;4;2.5;208;1118;1.0;0;0;3;9;208;0;1983;0;98074;47.6143;-122.017;234;1149;4716300
14;1;2015;3;2.5;252;1666;2.0;0;0;3;9;252;0;2005;0;98001;47.3185;-122.275;241;1708;3701400
27;5;2014;4;2.75;160;583;2.0;0;0;3;8;160;0;1978;0;98118;47.5458;-122.268;198;808;3796920
15;1;2015;2;1.0;79;1524;1.0;0;0;3;6;79;0;1923;0;98168;47.4889;-122.299;102;1343;2228800
21;2;2015;5;3.0;307;3110;1.0;0;3;3;9;174;133;1957;1991;98040;47.5673;-122.21;356;1947;11979800
3;7;2014;3;2.5;209;529;2.0;0;0;3;8;209;0;2000;0;98146;47.5133;-122.379;123;501;3548870
28;8;2014;2;2.25;362;1381;1.0;0;3;3;8;181;181;1947;0;98144;47.5884;-122.291;240;482;8533120
23;10;2014;2;1.5;123;1003;1.0;0;0;4;8;123;0;1947;0;98177;47.7145;-122.367;197;1119;3717320
22;8;2014;4;2.5;256;598;2.0;0;0;3;10;256;0;1999;0;98075;47.5836;-122.026;285;755;5460560
5;6;2014;3;2.0;163;906;1.0;0;0;3;7;125;37;1961;0;98198;47.398;-122.299;177;941;2228402
4;9;2014;4;2.25;216;1806;2.0;0;0;3;8;216;0;1987;0;98011;47.7663;-122.215;177;934;4194920
18;9;2014;3;2.25;206;1488;1.0;0;0;4;8;165;41;1966;0;98030;47.3758;-122.217;193;890;2587000
3;9;2014;3;2.25;188;778;2.0;0;0;3;7;188;0;1994;0;98038;47.3828;-122.023;188;746;2610880
4;6;2014;3;2.25;116;697;1.0;0;0;5;7;116;0;1942;0;98146;47.5123;-122.373;119;687;3104400
9;3;2015;2;2.0;140;605;1.0;0;0;3;8;140;0;2005;0;98053;47.7076;-122.013;152;558;3820402
29;5;2014;4;2.25;160;906;1.0;0;0;4;7;104;56;1978;0;98023;47.2922;-122.371;140;906;2109002
15;1;2015;3;1.0;133;1416;1.0;0;0;4;7;91;42;1961;0;98031;47.4075;-122.214;182;1214;1870600
3;3;2015;3;2.5;137;439;2.0;0;0;3;7;137;0;2004;0;98053;47.6794;-122.034;209;439;4111340
13;4;2015;2;1.75;135;1468;2.0;1;4;3;7;114;20;1915;1978;98166;47.4497;-122.375;189;1226;5213800
16;6;2014;4;2.75;212;1426;1.0;0;0;5;7;212;0;1960;0;98059;47.5218;-122.164;212;1426;3980000
