20;6;2014;3;2.5;239;427;2.0;0;0;3;8;239;0;2014;0;98092;47.2582;-122.196;239;465;2706320
17;3;2015;4;1.75;187;1119;1.0;0;0;3;9;187;0;1982;0;98074;47.6446;-122.068;204;1035;4997288
17;2;2015;3;2.5;208;557;2.0;0;0;3;8;208;0;2003;0;98059;47.4837;-122.138;223;557;2706400
25;6;2014;3;2.5;166;757;2.0;0;0;3;8;166;0;1989;0;98074;47.6169;-122.045;167;697;4640680
25;7;2014;3;1.0;98;859;1.0;0;0;4;7;98;0;1956;0;98133;47.7465;-122.339;177;602;2395960
18;2;2015;3;3.5;190;2020;2.0;1;4;4;9;163;28;1930;0;98166;47.4536;-122.376;214;1133;6129200
25;7;2014;4;2.75;204;878;1.0;0;0;5;8;102;102;1955;0;98144;47.5744;-122.305;129;497;4640680
23;4;2015;3;2.5;324;1153;2.0;0;0;3;8;241;84;2009;0;98059;47.4714;-122.071;162;1342;5014800
28;10;2014;4;2.5;190;418;2.0;0;0;3;7;190;0;2005;0;98059;47.5002;-122.15;230;418;2944802
14;4;2015;3;1.0;136;1104;1.0;0;0;2;7;136;0;1961;0;98030;47.3762;-122.219;122;865;1393000
9;6;2014;4;2.5;218;5868;2.0;0;0;4;8;218;0;1994;0;98077;47.7545;-122.047;220;5868;5173602
25;4;2015;3;1.75;164;260;1.5;0;0;3;7;164;0;1914;0;98103;47.6631;-122.357;151;302;5671500
30;7;2014;4;3.5;379;1342;2.0;0;2;3;12;298;81;1998;0;98006;47.5519;-122.106;379;1125;10228600
25;7;2014;3;3.0;336;2607;2.0;1;4;5;10;220;116;1977;0;98136;47.5516;-122.398;237;3225;17750800
10;10;2014;3;2.5;181;695;2.0;0;0;3;8;181;0;1987;0;98027;47.564;-122.091;184;788;4951120
17;9;2014;3;2.75;286;1824;1.0;0;2;4;7;150;137;1958;0;98032;47.3841;-122.284;225;1153;2380040
14;11;2014;4;2.25;232;1012;1.0;0;0;5;7;167;65;1978;0;98034;47.7318;-122.239;232;694;3884480
27;3;2015;3;2.5;145;446;2.0;0;0;4;7;145;0;1974;0;98001;47.2653;-122.285;140;1137;1910002
22;5;2014;3;2.25;119;89;3.0;0;0;3;8;119;0;2005;0;98103;47.6914;-122.343;105;105;2825800
26;3;2015;5;3.5;295;430;2.0;0;0;3;10;225;71;2001;0;98199;47.6423;-122.394;191;431;9840948
18;5;2014;3;2.5;198;325;1.0;0;0;4;8;112;85;1994;0;98072;47.736;-122.159;189;345;4255734
28;5;2014;4;2.75;282;260;2.0;0;0;3;9;195;87;1906;2014;98102;47.6245;-122.327;117;202;6686400
2;9;2014;4;2.25;224;372;2.0;0;0;5;8;153;71;1910;0;98115;47.6727;-122.316;169;372;7028680
29;10;2014;3;2.5;228;2618;2.0;0;0;3;9;228;0;1990;0;98058;47.4665;-122.122;227;3116;3820800
19;6;2014;3;1.0;112;440;1.5;0;0;3;7;112;0;1901;0;98117;47.6865;-122.397;135;489;2268600
25;11;2014;3;2.0;108;1277;1.0;0;0;5;5;54;54;1931;0;98075;47.585;-122.051;275;1516;6169000
7;5;2015;3;2.5;268;39619;2.0;0;3;3;7;268;0;1979;0;98092;47.2485;-122.101;136;29812;3582000
13;1;2015;3;2.0;117;237;2.0;0;0;3;7;117;0;1987;0;98117;47.6821;-122.378;148;355;2388000
13;3;2015;3;2.25;147;790;2.0;0;0;3;7;147;0;1987;0;98033;47.686;-122.185;209;791;4616800
27;5;2014;3;2.75;245;376;1.5;0;0;5;8;163;83;1926;0;98112;47.6332;-122.281;178;334;8756000
30;7;2014;2;2.0;134;783;1.0;0;0;4;6;134;0;1942;1983;98168;47.4831;-122.296;133;1118;2604512
5;1;2015;2;1.5;127;14852;1.0;0;0;3;7;127;0;1960;0;98072;47.7592;-122.092;127;1507;3064600
23;5;2014;4;2.5;221;1121;2.0;0;0;3;7;221;0;2002;0;98059;47.4873;-122.144;216;801;3502002
7;5;2014;4;2.5;246;401;1.5;0;0;3;8;141;105;1905;2013;98116;47.5866;-122.389;157;523;5611800
13;4;2015;3;2.5;201;948;1.0;0;0;3;7;126;74;1978;0;98133;47.7295;-122.331;187;729;3223800
23;12;2014;3;1.75;190;1051;1.0;0;0;3;7;141;49;1987;0;98023;47.2837;-122.358;151;749;2005920
10;12;2014;4;5.25;385;1371;2.0;0;2;3;11;385;0;2005;0;98075;47.5871;-121.969;412;1442;8437600
23;9;2014;3;1.0;152;668;1.0;0;0;3;7;152;0;1966;0;98058;47.455;-122.182;124;775;1830800
25;7;2014;3;1.75;190;1049;1.0;0;0;4;7;124;65;1952;0;98004;47.5923;-122.197;197;891;5810800
19;8;2014;6;4.5;255;409;2.0;0;0;3;8;164;91;1987;0;98103;47.6883;-122.335;173;409;6924404
7;8;2014;4;1.0;144;441;1.5;0;0;3;7;144;0;1919;0;98117;47.6824;-122.389;123;441;4242680
15;7;2014;3;2.0;203;1270;1.0;0;0;4;9;203;0;1994;0;98042;47.3542;-122.098;257;1282;3438720
20;5;2014;4;3.75;307;422;1.5;0;4;3;10;242;65;1926;1999;98105;47.6561;-122.274;307;465;13850400
23;3;2015;3;2.5;197;613;2.0;0;0;4;8;197;0;1989;0;98029;47.5669;-122.012;216;724;4605258
15;8;2014;3;2.5;257;9186;2.0;0;0;3;9;257;0;1991;0;98022;47.2568;-121.952;170;6961;3781000
21;8;2014;3;2.25;266;1045;1.0;0;1;5;8;213;53;1956;0;98166;47.4534;-122.372;189;1045;6407800
1;4;2015;4;3.25;481;1844;2.0;0;3;3;12;329;152;2006;0;98006;47.562;-122.162;294;906;17910000
18;2;2015;3;2.0;153;467;1.5;0;0;3;7;153;0;2009;0;98065;47.515;-121.874;226;557;3184000
2;10;2014;2;2.25;123;96;3.0;0;0;3;7;123;0;1996;0;98133;47.7039;-122.344;124;112;2419840
19;2;2015;3;1.0;121;825;1.0;0;0;3;7;85;35;1950;0;98155;47.7465;-122.326;142;647;2587000
28;8;2014;3;1.75;117;780;1.0;0;0;3;7;117;0;1954;0;98148;47.4366;-122.335;120;813;2300440
4;9;2014;6;2.25;356;1039;1.0;0;2;5;9;227;129;1962;0;98008;47.5849;-122.113;232;966;7060520
25;8;2014;3;3.0;210;170;2.0;0;0;3;8;154;56;2002;0;98122;47.6108;-122.308;210;170;5253600
5;5;2015;5;3.5;347;2293;2.0;0;0;3;9;256;91;1998;0;98038;47.3832;-122.057;268;2418;3566080
23;4;2015;6;4.0;493;1184;2.0;0;2;3;10;334;159;1967;0;98040;47.5696;-122.213;389;1174;8358000
18;11;2014;3;1.5;129;1161;1.0;0;0;4;6;129;0;1976;0;98014;47.6496;-121.908;129;836;1791000
10;4;2015;3;2.5;203;334;2.0;0;0;3;9;203;0;2003;0;98029;47.5506;-121.993;214;334;5174000
9;9;2014;4;4.25;466;2445;2.0;0;0;3;12;466;0;1998;0;98074;47.6008;-122.01;458;2445;11940000
24;9;2014;3;3.0;281;3263;2.0;0;0;4;8;164;118;1984;0;98027;47.4694;-122.006;261;3364;4775204
18;9;2014;1;0.0;64;2159;1.0;0;0;4;7;64;0;1948;0;98053;47.6429;-121.955;157;1792;3852640
24;2;2015;3;1.5;133;483;1.0;0;3;4;7;116;17;1940;0;98117;47.6988;-122.387;205;580;4119300
29;5;2014;2;1.0;139;383;1.5;0;0;3;5;82;58;1928;0;98055;47.4857;-122.2;121;383;2085520
3;6;2014;3;1.0;97;637;2.0;0;0;3;6;97;0;1942;0;98146;47.5121;-122.375;96;605;1902440
6;8;2014;4;2.5;177;452;2.0;0;0;3;7;177;0;2005;0;98038;47.3607;-122.034;187;473;2388000
9;10;2014;4;2.5;177;749;2.0;0;0;3;8;177;0;1992;0;98031;47.3891;-122.172;177;604;2388000
17;7;2014;3;2.5;153;282;2.0;0;0;3;7;153;0;2003;0;98053;47.682;-122.034;145;285;3486480
28;1;2015;5;3.5;324;2023;2.0;0;0;3;8;324;0;1996;0;98052;47.6707;-122.144;285;727;6606800
20;11;2014;2;1.0;67;427;1.0;0;0;4;6;67;0;1943;0;98199;47.6534;-122.404;96;540;3335240
8;10;2014;4;2.25;228;1111;1.0;0;0;3;10;228;0;1979;0;98074;47.6351;-122.06;242;1111;5667520
25;2;2015;4;2.5;254;461;2.0;0;0;3;8;254;0;2006;0;98002;47.3363;-122.216;200;353;2543220
26;6;2014;4;2.5;226;511;2.0;0;0;3;8;226;0;2002;0;98042;47.3779;-122.125;268;482;2467600
30;3;2015;3;1.0;87;1163;1.5;0;0;4;7;87;0;1949;0;98133;47.7169;-122.331;178;840;3422800
24;6;2014;4;2.5;227;451;2.0;0;0;3;8;227;0;2013;0;98052;47.7043;-122.114;276;506;5935302
26;5;2014;3;2.0;198;3267;1.0;0;0;4;8;198;0;1989;0;98072;47.7489;-122.123;266;4047;7004800
5;5;2015;3;1.0;105;1135;1.0;0;0;3;6;105;0;1942;0;98146;47.4952;-122.34;111;858;1006940
16;10;2014;3;2.25;170;3639;1.0;0;0;5;8;170;0;1963;0;98027;47.4612;-121.992;188;3362;3741200
9;12;2014;4;2.25;197;768;2.0;0;0;3;8;197;0;1996;0;98045;47.4885;-121.779;200;720;3582000
22;1;2015;2;1.0;115;920;1.0;0;0;3;7;87;28;1950;0;98168;47.4862;-122.326;98;871;1353200
5;2;2015;3;2.75;231;334;2.0;0;0;3;8;213;19;1906;0;98122;47.6098;-122.292;175;334;4258600
9;5;2014;4;2.5;186;1236;1.0;0;0;4;7;111;74;1968;0;98001;47.353;-122.294;167;911;2308400
30;4;2015;2;1.5;92;100;3.0;0;0;3;7;92;0;2007;0;98125;47.7123;-122.301;105;100;2348200
25;7;2014;3;1.0;146;372;2.0;0;0;5;8;146;0;1908;0;98103;47.6575;-122.346;152;372;5572000
5;5;2014;3;1.5;201;836;1.0;0;2;4;8;130;71;1949;0;98177;47.7241;-122.369;280;836;5174000
9;3;2015;4;2.5;230;1432;2.0;0;2;3;8;230;0;1994;0;98059;47.5379;-122.16;273;1364;5293400
4;6;2014;3;2.5;192;1181;2.0;0;0;3;8;192;0;1996;0;98056;47.5295;-122.18;243;893;4457600
23;4;2015;3;2.25;137;703;1.0;0;0;3;7;113;24;1977;0;98034;47.7288;-122.191;154;703;3494440
22;9;2014;3;1.75;138;353;1.0;0;0;3;6;65;73;1913;0;98118;47.5554;-122.27;203;372;2093480
5;8;2014;5;1.75;163;773;1.0;0;0;5;7;163;0;1966;0;98031;47.4007;-122.198;133;773;2148404
30;7;2014;3;1.75;124;978;1.0;0;0;3;7;93;31;1981;0;98055;47.4605;-122.206;123;815;2352180
13;10;2014;2;1.0;79;304;1.0;0;0;3;6;79;0;1910;0;98103;47.6742;-122.35;136;381;3096440
5;6;2014;3;1.0;139;1254;1.0;0;0;4;7;139;0;1968;0;98059;47.4666;-122.072;125;1271;2149200
24;10;2014;3;2.0;187;652;2.0;0;3;3;7;187;0;1951;1988;98115;47.6828;-122.267;228;562;6169000
9;10;2014;5;3.0;188;550;1.0;0;0;3;7;113;74;1993;0;98108;47.5482;-122.294;198;514;2475560
31;3;2015;2;1.0;70;435;1.0;0;0;3;5;70;0;1948;0;98117;47.6919;-122.371;135;409;2356160
8;7;2014;3;1.0;98;736;1.0;0;0;4;7;98;0;1968;0;98106;47.5649;-122.358;98;693;2598940
20;5;2014;4;2.5;200;1117;2.0;0;0;4;8;200;0;1982;0;98052;47.7224;-122.101;167;1094;5086440
30;9;2014;3;1.75;111;861;1.0;0;0;4;7;111;0;1960;0;98002;47.314;-122.208;111;861;1870600
4;9;2014;3;2.0;180;598;1.0;0;2;5;7;90;90;1940;0;98116;47.5664;-122.389;161;431;5181960
20;2;2015;3;1.75;124;670;1.0;0;0;4;7;124;0;1975;0;98031;47.4182;-122.167;127;670;2029800
21;1;2015;3;2.5;297;525;2.0;0;0;3;8;297;0;2014;0;98023;47.2956;-122.35;279;477;3398920
31;10;2014;3;1.0;137;390;1.5;0;0;3;7;137;0;1925;0;98122;47.6147;-122.298;136;334;3402900
12;12;2014;3;1.0;113;557;1.0;0;0;5;7;113;0;1961;0;98002;47.2811;-122.214;132;1220;1285540
28;5;2014;3;2.0;154;769;1.0;0;0;3;7;154;0;1949;0;98136;47.5568;-122.382;154;702;3024800
19;7;2014;3;1.75;199;333;1.0;0;0;3;7;99;99;1952;0;98199;47.636;-122.391;151;372;5412800
6;3;2015;3;1.75;166;8102;1.0;0;0;4;7;166;0;1974;0;98077;47.732;-122.077;304;3678;4656600
22;5;2014;3;2.75;268;1127;2.0;0;3;4;10;263;6;1987;0;98033;47.6505;-122.203;224;1072;9313200
18;2;2015;3;1.0;146;512;1.0;0;0;4;7;99;46;1940;0;98115;47.6942;-122.319;164;593;3940200
24;11;2014;4;2.25;233;926;1.0;0;0;4;9;204;29;1967;0;98005;47.5973;-122.177;289;926;6368000
