Day;Month;Year;bedrooms;bathrooms;kvm_living;kvm_lot;floors;waterfront;view;condition;grade;kvm_above;kvm_basement;yr_built;yr_renovated;zipcode;lat;long;kvm_living15;kvm_lot15;price_nok
8;4;2015;0.121212121212;0.3125;0.131600324939;0.00568567106567;0.0;0;0;4;8;0.191263282172;0.0;0.513043478261;0;98006;0.63680231623;0.278239202658;0.298148148148;0.0107570755592;0.071606557377
6;3;2015;0.0909090909091;0.1875;0.0536149471974;0.0109344843774;0.0;0;0;3;6;0.0779220779221;0.0;0.773913043478;0;98001;0.227923435741;0.205980066445;0.209259259259;0.0192638203692;0.015868852459
25;9;2014;0.0909090909091;0.1875;0.0917952883834;0.00610296802462;0.25;0;0;3;7;0.133412042503;0.0;0.408695652174;0;98198;0.356442013833;0.166112956811;0.164814814815;0.00255944211581;0.0203278688525
19;3;2015;0.0909090909091;0.21875;0.132412672624;0.00281023420792;0.25;0;0;4;8;0.110979929162;0.15625;0.226086956522;0;98112;0.774489303523;0.178571428571;0.312962962963;0.00610804060487;0.0870819672131
6;6;2014;0.121212121212;0.3125;0.1925264013;0.00535313755151;0.5;0;0;3;10;0.279811097993;0.0;0.782608695652;0;98074;0.758404375101;0.397840531561;0.368518518519;0.0109796357432;0.0754098360656
6;4;2015;0.121212121212;0.3125;0.121852152721;0.00392519952011;0.0;0;0;2;7;0.123966942149;0.100446428571;0.591304347826;0;98023;0.24658195271;0.11877076412;0.207407407407;0.00798743771406;0.0301639344262
13;1;2015;0.121212121212;0.5;0.355808285946;0.00752438579104;1.0;0;2;3;12;0.517119244392;0.0;0.886956521739;0;98006;0.633907029114;0.345514950166;0.716666666667;0.0141202072283;0.211540983607
12;6;2014;0.121212121212;0.1875;0.0901705930138;0.00426425329925;0.5;0;0;3;7;0.131050767414;0.0;0.573913043478;0;98198;0.341804728969;0.166943521595;0.187037037037;0.00808635335139;0.024131147541
26;3;2015;0.151515151515;0.375;0.16896831844;0.002777632883;0.0;0;0;3;8;0.134592680047;0.209821428571;0.913043478261;0;98133;0.963004664629;0.147840531561;0.325925925926;0.00387007431037;0.0577049180328
3;4;2015;0.0909090909091;0.21875;0.112103980504;0.00322753116687;0.0;0;0;5;7;0.0755608028335;0.165178571429;0.382608695652;0;98116;0.648222615409;0.105481727575;0.198148148148;0.00597203160355;0.0643278688525
28;7;2014;0.0909090909091;0.21875;0.112916328188;0.00391215899014;0.0;0;0;3;7;0.114521841795;0.0959821428571;0.695652173913;0;98034;0.925205082837;0.243355481728;0.235185185185;0.00854383817402;0.0429114754098
25;3;2015;0.0909090909091;0.125;0.068237205524;0.0018647957853;0.25;0;0;3;6;0.099173553719;0.0;0.0347826086957;0;98144;0.711918931961;0.183554817276;0.22037037037;0.00338786057841;0.0360655737705
23;4;2015;0.121212121212;0.3125;0.141348497157;0.00241249804392;0.5;0;0;3;7;0.205430932704;0.0;0.886956521739;0;98056;0.524368666559;0.279900332226;0.303703703704;0.00442647477033;0.0372459016393
25;3;2015;0.121212121212;0.25;0.216896831844;0.0064681028637;0.0;0;0;5;6;0.232585596222;0.15625;0.365217391304;0;98056;0.543348882097;0.278239202658;0.107407407407;0.00608331169554;0.0384262295082
23;2;2015;0.0909090909091;0.28125;0.145410235581;0.00698972406239;0.5;0;0;3;8;0.211334120425;0.0;0.739130434783;0;98052;0.898986649509;0.347176079734;0.331481481481;0.0130692285817;0.0612459016393
4;8;2014;0.0606060606061;0.21875;0.0991064175467;0.00319492984195;0.25;0;0;3;8;0.144037780401;0.0;0.347826086957;0;98105;0.828373813737;0.201827242525;0.32962962963;0.00649133869951;0.0783375731115
27;10;2014;0.0909090909091;0.21875;0.121852152721;0.00998904595483;0.25;0;0;4;8;0.177095631641;0.0;0.547826086957;0;98001;0.247064500563;0.196013289037;0.244444444444;0.0162716223401;0.0131147540984
17;2;2015;0.0606060606061;0.125;0.051177904143;0.00168874863074;0.0;0;0;4;7;0.0743801652893;0.0;0.139130434783;0;98103;0.812288885314;0.146179401993;0.112962962963;0.00338786057841;0.0577049180328
9;6;2014;0.0909090909091;0.4375;0.0909829406986;0.000443378018883;0.5;0;0;3;8;0.103896103896;0.0535714285714;0.904347826087;0;98107;0.831269100852;0.121262458472;0.17962962963;0.00138481892256;0.0542950819672
29;9;2014;0.121212121212;0.3125;0.157595450853;0.0026602681133;0.5;0;0;3;8;0.229043683589;0.0;0.921739130435;0;98038;0.329419334084;0.39950166113;0.375925925926;0.00535380887026;0.0406491803279
10;7;2014;0.0909090909091;0.28125;0.10804224208;0.00446638151374;0.5;0;0;3;8;0.157024793388;0.0;0.721739130435;0;98023;0.253659321216;0.145348837209;0.333333333333;0.00832127799003;0.0282302990362
5;3;2015;0.0909090909091;0.25;0.0901705930138;0.00429033435919;0.0;0;0;3;7;0.131050767414;0.0;0.782608695652;0;98042;0.342287276822;0.357973421927;0.2;0.00811108226072;0.023606557377
2;7;2014;0.121212121212;0.3125;0.138099106418;0.00244509936884;0.5;0;0;3;7;0.200708382527;0.0;0.886956521739;0;98038;0.359658999517;0.412790697674;0.338888888889;0.00558873350891;0.0334360655738
9;5;2014;0.0909090909091;0.40625;0.0844841592201;0.000443378018883;1.0;0;0;3;8;0.122786304604;0.0;0.913043478261;0;98103;0.872124819045;0.148671096346;0.174074074074;0.000692409461281;0.040262295082
30;9;2014;0.121212121212;0.3125;0.183590576767;0.00601820457983;0.5;0;2;3;10;0.242030696576;0.0446428571429;0.704347826087;0;98006;0.644201383304;0.299833887043;0.488888888889;0.0134401622216;0.118032786885
18;7;2014;0.0909090909091;0.3125;0.0836718115353;0.00423817223932;0.5;0;0;4;7;0.12160566706;0.0;0.75652173913;0;98034;0.912658838668;0.292358803987;0.225925925926;0.00809871780605;0.0465573770492
1;10;2014;0.0606060606061;0.25;0.102355808286;0.00382739554535;0.25;0;0;5;7;0.148760330579;0.0;0.139130434783;0;98103;0.796686504745;0.150332225914;0.224074074074;0.00450066149832;0.0826229508197
14;4;2015;0.030303030303;0.15625;0.114541023558;0.00275807208805;0.25;1;4;4;8;0.102715466352;0.120535714286;0.582608695652;0;98075;0.684413704359;0.363787375415;0.324074074074;0.00508179086761;0.153704918033
23;9;2014;0.0909090909091;0.3125;0.1283509342;0.00936962078139;0.0;0;0;3;8;0.136953955136;0.09375;0.55652173913;0;98007;0.747305774489;0.313953488372;0.355555555556;0.0108930845605;0.0612459016393
15;7;2014;0.151515151515;0.5;0.261575954509;0.013477387721;0.0;0;3;4;11;0.177095631641;0.383928571429;0.6;0;98040;0.607045198649;0.248338870432;0.574074074074;0.0121295300271;0.170491803279
2;4;2015;0.0909090909091;0.21875;0.14865962632;0.00682019717281;0.0;0;0;4;8;0.134592680047;0.154017857143;0.591304347826;0;98008;0.711436384108;0.324750830565;0.366666666667;0.0109425423792;0.0838032786885
4;6;2014;0.0606060606061;0.125;0.0365556458164;0.00462286787335;0.0;0;0;5;6;0.0531286894923;0.0;0.417391304348;0;98155;0.940485764838;0.18023255814;0.0648148148148;0.00861802490201;0.0262295081967
12;5;2014;0.121212121212;0.46875;0.225832656377;0.006350738094;0.5;0;0;3;10;0.223140495868;0.198660714286;0.939130434783;0;98033;0.851857809233;0.264119601329;0.344444444444;0.00885294954066;0.127868852459
23;4;2015;0.121212121212;0.4375;0.249390739236;0.00292107871264;0.5;0;2;3;9;0.312868949233;0.09375;0.921739130435;0;98115;0.837059675084;0.209302325581;0.292592592593;0.00644188088084;0.160918032787
16;4;2015;0.0909090909091;0.3125;0.112103980504;0.000684627823275;0.5;0;0;3;8;0.086186540732;0.145089285714;0.939130434783;0;98103;0.810358693904;0.136212624585;0.275925925926;0.0012611743759;0.0782950819672
30;10;2014;0.0606060606061;0.125;0.0406173842405;0.00314928798706;0.0;0;0;4;6;0.0590318772137;0.0;0.434782608696;0;98133;0.929708862796;0.14950166113;0.12962962963;0.00529198659693;0.0196721311475
2;9;2014;0.121212121212;0.4375;0.226645004062;0.00457070575348;0.5;0;0;3;9;0.329397874852;0.0;0.973913043478;0;98029;0.645649026862;0.414451827243;0.498148148148;0.0116102229311;0.0952131147541
24;11;2014;0.0909090909091;0.25;0.175467099919;0.00580955610036;0.0;0;3;3;7;0.255017709563;0.0;0.713043478261;0;98198;0.408074634068;0.15780730897;0.22962962963;0.00823472680737;0.041868852459
8;12;2014;0.151515151515;0.40625;0.163281884647;0.00364482812582;0.5;0;0;3;8;0.161747343566;0.140625;0.44347826087;2014;98115;0.855879041338;0.197674418605;0.211111111111;0.00676335670215;0.101508196721
9;10;2014;0.0909090909091;0.21875;0.123476848091;0.0040882061447;0.0;0;0;4;7;0.114521841795;0.125;0.669565217391;0;98002;0.266688113238;0.260797342193;0.207407407407;0.00809871780605;0.0268786885246
11;3;2015;0.121212121212;0.375;0.112103980504;0.00224949141933;0.0;0;0;3;7;0.16292798111;0.0;0.460869565217;0;98118;0.631976837703;0.1926910299;0.22962962963;0.00535380887026;0.0360655737705
26;6;2014;0.121212121212;0.4375;0.232331437855;0.00271895049815;0.5;0;2;3;8;0.238488783943;0.1875;0.939130434783;0;98126;0.668328775937;0.115448504983;0.244444444444;0.00500760413962;0.108196721311
27;3;2015;0.0909090909091;0.1875;0.0982940698619;0.00449246257368;0.0;0;0;3;7;0.142857142857;0.0;0.486956521739;0;98106;0.585813093132;0.12707641196;0.205555555556;0.0083707358087;0.0327868852459
24;12;2014;0.0909090909091;0.3125;0.0999187652315;0.00486411767774;0.5;0;0;5;7;0.145218417946;0.0;0.817391304348;0;98038;0.346630207496;0.386212624585;0.248148148148;0.00866748272067;0.032
17;4;2015;0.151515151515;0.4375;0.236393176279;0.00356658494601;0.5;0;2;3;8;0.264462809917;0.149553571429;0.982608695652;0;98065;0.579539971047;0.535714285714;0.398148148148;0.00619459178753;0.0742295081967
23;6;2014;0.121212121212;0.3125;0.169780666125;0.00477283396797;0.5;0;0;5;7;0.246753246753;0.0;0.669565217391;0;98032;0.353064178864;0.200996677741;0.207407407407;0.00850674481002;0.0255672131148
16;9;2014;0.0606060606061;0.1875;0.0820471161657;0.12687131605;0.0;0;0;1;6;0.119244391972;0.0;0.469565217391;0;98011;0.94933247547;0.269102990033;0.47037037037;0.022082916033;0.0255737704918
18;9;2014;0.0909090909091;0.3125;0.1925264013;0.130829116895;0.5;0;0;3;9;0.279811097993;0.0;0.791304347826;0;98014;0.878397941129;0.520764119601;0.416666666667;0.200403081222;0.063606557377
20;3;2015;0.151515151515;0.3125;0.196588139724;0.00371655104063;0.0;0;0;3;7;0.127508854782;0.301339285714;0.55652173913;0;98168;0.543027183529;0.155315614618;0.207407407407;0.008729304994;0.0363278688525
20;10;2014;0.121212121212;0.3125;0.282696994314;0.0152835011215;0.5;0;0;3;10;0.410861865407;0.0;0.869565217391;0;98038;0.485764838346;0.374584717608;0.487037037037;0.0248154605141;0.0904918032787
5;6;2014;0.121212121212;0.125;0.129163281885;0.00251682228366;0.25;0;0;3;7;0.10507674144;0.15625;0.139130434783;1986;98118;0.638571658356;0.208471760797;0.127777777778;0.00462430604498;0.0491803278689
19;3;2015;0.0909090909091;0.125;0.0674248578392;0.00329925408169;0.25;0;0;4;6;0.0979929161747;0.0;0.24347826087;0;98125;0.920379604311;0.182724252492;0.15;0.00811108226072;0.0367213114754
24;10;2014;0.121212121212;0.3125;0.187652315191;0.00222993062438;0.5;0;0;3;8;0.272727272727;0.0;0.878260869565;0;98075;0.712562329098;0.398671096346;0.362962962963;0.00408027003969;0.0747540983607
2;3;2015;0.121212121212;0.1875;0.233956133225;0.00344269991132;0.5;0;0;4;8;0.245572609209;0.178571428571;0.139130434783;0;98144;0.68216181438;0.190199335548;0.461111111111;0.00614513396887;0.107540983607
19;11;2014;0.0909090909091;0.375;0.158407798538;0.0114691461061;0.25;0;0;3;8;0.230224321133;0.0;0.939130434783;0;98166;0.480295962683;0.151993355482;0.196296296296;0.0302434561124;0.0582950819672
12;7;2014;0.0909090909091;0.21875;0.085296506905;0.0044859423087;0.0;0;0;4;7;0.123966942149;0.0;0.539130434783;0;98092;0.220685217951;0.274916943522;0.175925925926;0.00835837135403;0.0209836065574
25;2;2015;0.121212121212;0.3125;0.173842404549;0.00356006468103;0.5;0;0;3;8;0.252656434475;0.0;0.895652173913;0;98028;0.971529676693;0.237541528239;0.361111111111;0.00537853777959;0.0600655737705
19;11;2014;0.0606060606061;0.125;0.0292445166531;0.00492280006259;0.0;0;0;4;5;0.0425029515939;0.0;0.44347826087;0;98188;0.482547852662;0.191029900332;0.159259259259;0.0143551318669;0.0154754098361
31;3;2015;0.121212121212;0.21875;0.14865962632;0.00710056856711;0.0;0;0;3;9;0.216056670602;0.0;0.582608695652;0;98005;0.710471288403;0.283222591362;0.35;0.0109796357432;0.0994098360656
21;10;2014;0.121212121212;0.3125;0.239642567019;0.00371655104063;0.5;0;0;3;9;0.348288075561;0.0;0.913043478261;0;98065;0.622004182081;0.531561461794;0.401851851852;0.00635532969818;0.0783606557377
29;4;2015;0.0909090909091;0.21875;0.0820471161657;0.00477283396797;0.0;0;0;3;7;0.119244391972;0.0;0.582608695652;0;98003;0.250603184816;0.164451827243;0.196296296296;0.00890240735932;0.0263475409836
30;7;2014;0.151515151515;0.21875;0.116165718928;0.0287152469876;0.25;0;0;3;6;0.168831168831;0.0;0.417391304348;0;98045;0.534341322181;0.616279069767;0.277777777778;0.0143427674122;0.0494426229508
9;2;2015;0.0909090909091;0.125;0.068237205524;0.00622685305931;0.0;0;0;4;7;0.099173553719;0.0;0.478260869565;0;98006;0.677497185138;0.31146179402;0.166666666667;0.0106828888312;0.0413114754098
16;12;2014;0.030303030303;0.125;0.0771730300569;0.00493584059256;0.25;0;0;1;6;0.112160566706;0.0;0.15652173913;0;98122;0.723821778993;0.171096345515;0.125925925926;0.00477267950097;0.0655737704918
23;2;2015;0.0909090909091;0.1875;0.117790414297;0.00460982734338;0.0;0;0;4;7;0.17119244392;0.0;0.417391304348;0;98177;0.919414508605;0.132890365449;0.194444444444;0.00859329599268;0.0479016393443
25;9;2014;0.0909090909091;0.28125;0.103168155971;0.00589431954515;0.0;0;0;5;7;0.0920897284534;0.109375;0.591304347826;0;98034;0.917323467911;0.246677740864;0.22037037037;0.00803689553272;0.0491803278689
12;8;2014;0.0909090909091;0.1875;0.103168155971;0.00406212508476;0.0;0;0;3;7;0.0755608028335;0.140625;0.539130434783;0;98168;0.547370114203;0.165282392027;0.235185185185;0.00854383817402;0.0196721311475
18;12;2014;0.121212121212;0.3125;0.240454914703;0.0233034270513;0.5;0;0;3;10;0.349468713105;0.0;0.773913043478;0;98053;0.858291780602;0.387873754153;0.555555555556;0.0409387093982;0.107540983607
27;1;2015;0.0909090909091;0.3125;0.102355808286;0.00331881487664;0.5;0;0;3;7;0.148760330579;0.0;0.782608695652;0;98030;0.328293389094;0.269933554817;0.233333333333;0.00614513396887;0.0268852459016
16;12;2014;0.0909090909091;0.1875;0.0812347684809;0.00444682071879;0.0;0;0;4;7;0.118063754427;0.0;0.539130434783;0;98056;0.61926974425;0.281561461794;0.22962962963;0.0101264883712;0.0434098360656
12;4;2015;0.0606060606061;0.125;0.0568643379366;0.00211256585468;0.0;0;0;3;6;0.0826446280992;0.0;0.121739130435;0;98144;0.674601898022;0.179401993355;0.231481481481;0.00385770985571;0.0348852459016
31;12;2014;0.0909090909091;0.125;0.0658001624695;0.00618773146941;0.0;0;0;3;7;0.0956316410862;0.0;0.460869565217;0;98004;0.777223741354;0.260797342193;0.342592592593;0.0149486256909;0.104918032787
29;12;2014;0.151515151515;0.34375;0.190089358245;0.00764827082573;0.0;0;0;3;8;0.126328217237;0.283482142857;0.55652173913;0;98007;0.746340678784;0.313953488372;0.357407407407;0.0143551318669;0.0629508196721
15;9;2014;0.0909090909091;0.21875;0.160844841592;0.0393628397058;0.5;0;1;3;8;0.233766233766;0.0;0.730434782609;0;98074;0.79877754544;0.358803986711;0.442592592593;0.0211308530237;0.055737704918
24;11;2014;0.121212121212;0.21875;0.130787977254;0.0217385634552;0.0;0;0;4;8;0.13813459268;0.0982142857143;0.660869565217;0;98077;0.976033456651;0.367940199336;0.364814814815;0.0432014046021;0.0584918032787
9;7;2014;0.121212121212;0.3125;0.246953696182;0.0069832037974;0.5;0;0;3;10;0.358913813459;0.0;0.765217391304;0;98023;0.234839954962;0.147840531561;0.52037037037;0.0121789878457;0.0539016393443
8;4;2015;0.121212121212;0.34375;0.246141348497;0.00813077043451;0.0;0;0;5;8;0.198347107438;0.301339285714;0.573913043478;0;98188;0.432845423838;0.196013289037;0.283333333333;0.0095948168206;0.0516721311475
2;9;2014;0.0909090909091;0.3125;0.111291632819;0.00195607949507;0.25;0;0;3;7;0.107438016529;0.102678571429;0.252173913043;0;98117;0.84413704359;0.128737541528;0.172222222222;0.00463667049965;0.0744920668918
17;7;2014;0.0909090909091;0.25;0.0950446791227;0.00114104637212;0.5;0;0;3;7;0.13813459268;0.0;0.834782608696;0;98103;0.801994531124;0.142026578073;0.198148148148;0.00321475821309;0.047868852459
4;5;2015;0.0909090909091;0.28125;0.164094232331;0.00311016639716;0.0;0;2;3;7;0.13813459268;0.189732142857;0.634782608696;0;98178;0.565063535467;0.221760797342;0.216666666667;0.00574947141956;0.0375081967213
1;10;2014;0.121212121212;0.40625;0.301380991064;0.0119842470398;0.5;0;0;4;11;0.438016528926;0.0;0.730434782609;0;98004;0.774971851375;0.254983388704;0.52037037037;0.0180397393573;0.243016393443
16;7;2014;0.0606060606061;0.125;0.146222583266;0.00663762975327;0.5;0;0;3;7;0.212514757969;0.0;0.44347826087;0;98133;0.935016889175;0.140365448505;0.253703703704;0.0091991542713;0.0460327868852
7;11;2014;0.121212121212;0.3125;0.173842404549;0.0096434719107;0.5;0;0;3;8;0.252656434475;0.0;0.747826086957;0;98038;0.346630207496;0.382059800664;0.331481481481;0.0172113208947;0.0511475409836
26;6;2014;0.0909090909091;0.28125;0.112103980504;0.00598560325492;0.0;0;0;3;8;0.16292798111;0.0;0.582608695652;0;98058;0.479330866978;0.306478405316;0.288888888889;0.0100152082792;0.0295081967213
5;5;2014;0.0909090909091;0.28125;0.100731112916;0.000293411924261;0.75;0;0;3;8;0.136953955136;0.015625;0.95652173913;0;98027;0.617982949976;0.408637873754;0.211111111111;0.000754231734609;0.0445901639344
31;10;2014;0.0909090909091;0.3125;0.136474411048;0.00444030045381;0.5;0;0;3;8;0.198347107438;0.0;0.747826086957;0;98052;0.914106482226;0.343853820598;0.292592592593;0.00866748272067;0.0577049180328
5;9;2014;0.121212121212;0.3125;0.189277010561;0.00464894893328;0.0;0;0;3;8;0.1546635183;0.227678571429;0.617391304348;0;98177;0.986971207978;0.125415282392;0.355555555556;0.00864275381134;0.0648524590164
22;9;2014;0.121212121212;0.375;0.1283509342;0.00331881487664;0.5;0;2;4;8;0.159386068477;0.0491071428571;0.191304347826;0;98136;0.613640019302;0.107142857143;0.262962962963;0.00638005860752;0.0839344262295
11;8;2014;0.121212121212;0.21875;0.114541023558;0.00434901674404;0.0;0;0;5;8;0.120425029516;0.0870535714286;0.669565217391;0;98033;0.871320572623;0.290697674419;0.288888888889;0.00809871780605;0.0688524590164
13;6;2014;0.0909090909091;0.28125;0.122664500406;0.00261462625841;0.0;0;0;4;7;0.0838252656434;0.178571428571;0.182608695652;0;98133;0.885957857488;0.138704318937;0.203703703704;0.00515597759561;0.0406557377049
30;6;2014;0.121212121212;0.1875;0.113728675873;0.00164962704084;0.25;0;0;4;8;0.165289256198;0.0;0.252173913043;0;98103;0.811645488178;0.156146179402;0.240740740741;0.00416682122235;0.104918032787
24;3;2015;0.0909090909091;0.3125;0.0796100731113;0.000404256428981;0.5;0;0;3;7;0.086186540732;0.0558035714286;0.930434782609;0;98106;0.588547530963;0.133720930233;0.155555555556;0.000618222733286;0.0255737704918
2;4;2015;0.151515151515;0.46875;0.38180341186;0.00899144541234;0.0;0;1;3;11;0.30106257379;0.479910714286;0.939130434783;0;98004;0.79153932765;0.25;0.574074074074;0.01756989008;0.428852459016
27;5;2014;0.0909090909091;0.28125;0.125101543461;0.00505972562725;0.0;0;0;3;7;0.115702479339;0.125;0.55652173913;0;98155;0.961717870355;0.171926910299;0.155555555556;0.00945880781928;0.0445901639344
21;11;2014;0.121212121212;0.4375;0.206336311942;0.00741354128632;0.5;0;0;3;10;0.299881936246;0.0;0.782608695652;0;98033;0.798616696156;0.278239202658;0.468518518519;0.0157399507895;0.10108852459
1;8;2014;0.0909090909091;0.3125;0.178716490658;0.00612904908455;0.5;0;0;3;9;0.25974025974;0.0;0.791304347826;0;98011;0.936786231301;0.248338870432;0.377777777778;0.00917442536197;0.0681967213115
3;6;2014;0.181818181818;0.1875;0.17059301381;0.0201280580043;0.0;0;0;4;8;0.160566706021;0.165178571429;0.504347826087;0;98023;0.267492359659;0.130398671096;0.277777777778;0.0316530039443;0.039462295082
20;5;2014;0.121212121212;0.3125;0.189277010561;0.00483151635282;0.5;0;0;3;8;0.275088547816;0.0;0.904347826087;0;98038;0.315586295641;0.423588039867;0.574074074074;0.00901368745131;0.0460327868852
18;2;2015;0.0909090909091;0.28125;0.100731112916;0.00427077356424;0.5;0;0;3;7;0.14639905549;0.0;0.782608695652;0;98038;0.322824513431;0.398671096346;0.185185185185;0.00795034435006;0.0269508196721
4;8;2014;0.121212121212;0.34375;0.195775792039;0.00271895049815;0.25;0;0;3;8;0.186540731995;0.1875;0.095652173913;2014;98117;0.837863921506;0.129568106312;0.116666666667;0.00356096294373;0.108
20;3;2015;0.121212121212;0.28125;0.160844841592;0.0219080903448;0.5;0;0;4;8;0.233766233766;0.0;0.669565217391;0;98027;0.499276178221;0.426079734219;0.346296296296;0.0413961942209;0.055737704918
5;11;2014;0.121212121212;0.40625;0.281884646629;0.034518282823;0.5;0;0;3;9;0.409681227863;0.0;0.886956521739;0;98053;0.813575679588;0.409468438538;0.527777777778;0.0653090495444;0.112
22;7;2014;0.121212121212;0.25;0.15028432169;0.00593996140003;0.0;0;3;4;8;0.107438016529;0.209821428571;0.773913043478;0;98198;0.327328293389;0.163621262458;0.324074074074;0.0104726931019;0.0452459016393
7;4;2015;0.0909090909091;0.3125;0.085296506905;0.000404256428981;1.0;0;0;3;8;0.123966942149;0.0;0.939130434783;0;98125;0.869229531929;0.166943521595;0.151851851852;0.000692409461281;0.0514098360656
19;12;2014;0.0909090909091;0.25;0.0804224207961;0.00157790412602;0.5;0;0;3;7;0.116883116883;0.0;0.773913043478;0;98115;0.866012546244;0.176079734219;0.164814814815;0.00284382457312;0.0422163934426
13;5;2014;0.0909090909091;0.28125;0.0901705930138;0.00550310364613;0.0;0;0;4;7;0.0968122786305;0.0669642857143;0.75652173913;0;98019;0.93598198488;0.450166112957;0.205555555556;0.0108683556512;0.0278032786885
14;5;2014;0.0909090909091;0.3125;0.145410235581;0.00335141620155;0.5;0;0;4;8;0.211334120425;0.0;0.782608695652;0;98031;0.388129322825;0.279900332226;0.272222222222;0.00755468180076;0.0327868852459
25;3;2015;0.0909090909091;0.3125;0.0739236393176;0.000332533514162;0.5;0;0;3;8;0.0838252656434;0.0446428571429;0.939130434783;0;98105;0.805694064661;0.164451827243;0.148148148148;0.000531671550626;0.0469508196721
12;9;2014;0.0909090909091;0.3125;0.139723801787;0.00567915080069;0.0;0;0;4;8;0.203069657615;0.0;0.513043478261;0;98040;0.634711275535;0.249169435216;0.392592592593;0.0108436267418;0.0949508196721
15;9;2014;0.121212121212;0.46875;0.145410235581;0.00198868081999;0.25;0;0;4;6;0.114521841795;0.185267857143;0.147826086957;0;98108;0.645809876146;0.169435215947;0.187037037037;0.00424100795034;0.0415737704918
